"TOA5","CR1000_2","CR1000","14274","CR1000.Std.32.05","CPU:Block1 Crimson O2 Sensors.cr1","64624","Oxygen"
"TIMESTAMP","RECORD","BattV_Min","PanelT","B1CloverA5cmO2_Med","B1CloverA5cmTemp_Med","B1CloverA20cmO2_Med","B1CloverA20cmTemp_Med","B1CloverB5cmO2_Med","B1CloverB5cmTemp_Med","B1CloverB20cmO2_Med","B1CloverB20cmTemp_Med","B1CloverC5cmO2_Med","B1CloverC5cmTemp_Med","B1CloverC20cmO2_Med","B1CloverC20cmTemp_Med"
"TS","RN","","","","","","","","","","","","","",""
"","","Min","Smp","Med","Med","Med","Med","Med","Med","Med","Med","Med","Med","Med","Med"
"2021-08-23 19:30:00",344,13.35981,29.31581,7.693045,24.64893,87.52032,-84.53532,8.978409,25.00272,10.43309,26.89137,8.20046,23.94293,9.688737,27.77769
"2021-08-23 20:00:00",345,13.10645,27.08819,7.726869,24.56656,94.97865,-84.53532,9.012221,24.85555,10.50052,26.01714,8.20042,23.9061,9.688724,26.43027
"2021-08-23 20:30:00",346,13.10081,25.5519,7.72706,24.50127,103.6582,-84.5323,9.046268,24.76753,10.50078,25.4155,8.268274,23.87498,9.688958,25.67773
"2021-08-23 21:00:00",347,13.09926,24.18957,7.761242,24.41751,109.174,-84.53168,9.046583,24.68301,10.50099,24.85223,8.268456,23.84361,9.756623,24.85976
"2021-08-23 21:30:00",348,13.08821,23.0961,7.794631,24.3244,113.6351,-84.53166,9.080029,24.57439,10.53434,24.23526,8.268213,23.77756,9.75652,24.29468
"2021-08-23 22:00:00",349,13.07717,22.39121,7.828323,24.20557,117.6074,-84.53166,9.113696,24.47348,10.56817,23.86575,8.33572,23.70419,9.756372,23.82162
"2021-08-23 22:30:00",350,13.06612,21.72473,7.862271,24.08707,119.5217,-84.53166,9.147573,24.35419,10.56831,23.48488,8.335827,23.62,9.756496,23.48489
"2021-08-23 23:00:00",351,13.05508,21.15088,7.879209,23.95781,121.3991,-84.53166,9.164688,24.23526,10.5682,23.1725,8.33592,23.52866,9.756392,23.01717
"2021-08-23 23:30:00",352,13.04403,20.63803,7.930018,23.8217,122.701,-84.53164,9.181574,24.11673,10.56843,22.83372,8.40358,23.43396,9.756613,22.69051
"2021-08-24 00:00:00",353,13.03363,20.39629,7.930073,23.70134,123.9832,-84.53114,9.215219,24.00471,10.56844,22.64227,8.403433,23.3418,9.756601,22.49702
"2021-08-24 00:30:00",354,13.0237,19.9693,7.963876,23.56601,123.447,-84.5305,9.215437,23.8903,10.60229,22.41312,8.403646,23.23932,9.790165,22.25992
"2021-08-24 01:00:00",355,13.01861,19.49485,7.997896,23.44518,124.442,-84.53017,9.249138,23.78152,10.63594,22.1113,8.471096,23.13347,9.790979,21.93491
"2021-08-24 01:30:00",356,13.0131,19.04978,8.031799,23.312,126.2249,-84.52985,9.249793,23.66937,10.63643,21.69035,8.471549,23.04048,9.791014,21.67635
"2021-08-24 02:00:00",357,13.00759,18.76511,8.065344,23.1929,127.7575,-84.52982,9.283184,23.56024,10.63623,21.51044,8.471357,22.93655,9.82439,21.50273
"2021-08-24 02:30:00",358,13.0022,18.37878,8.065508,23.07764,128.4758,-84.52964,9.316985,23.4462,10.63632,21.35135,8.50538,22.83752,9.824465,21.12967
"2021-08-24 03:00:00",359,12.99751,18.22515,8.099524,22.94679,130.1963,-84.52911,9.317337,23.34314,10.6366,21.14302,8.539308,22.73454,9.82474,21.00974
"2021-08-24 03:30:00",360,12.99267,18.12349,8.133245,22.82718,130.1929,-84.86078,9.31734,23.23064,10.63643,21.09863,8.539167,22.63669,9.824587,20.94965
"2021-08-24 04:00:00",361,12.99218,17.9179,8.133539,22.71127,129.3692,-84.86076,9.350964,23.1315,10.63638,21.02992,8.556041,22.5351,9.824522,20.80519
"2021-08-24 04:30:00",362,12.98723,17.81623,8.200581,22.59962,129.2984,-84.52841,9.384428,23.03024,10.63626,20.94492,8.606619,22.44556,9.824432,20.7798
"2021-08-24 05:00:00",363,12.98725,17.71682,8.200972,22.49323,128.7253,-84.86046,9.38492,22.94362,10.63652,20.89026,8.606897,22.34364,9.824673,20.73534
"2021-08-24 05:30:00",364,12.98181,17.43667,8.234458,22.40073,126.829,-84.86056,9.418312,22.85835,10.63636,20.76613,8.606762,22.2552,9.824521,20.56104
"2021-08-24 06:00:00",365,12.98213,17.03679,8.26828,22.29082,127.5209,-84.86046,9.418453,22.77235,10.63619,20.48299,8.640364,22.16682,9.824367,20.21092
"2021-08-24 06:30:00",366,12.96007,16.71145,8.268728,22.20227,128.9113,-84.86046,9.452312,22.6864,10.63665,20.27551,8.674622,22.07852,9.824796,19.96429
"2021-08-24 07:00:00",367,12.96007,16.53749,8.302294,22.08908,129.7748,-84.86046,9.452525,22.57913,10.63655,20.00476,8.674509,21.99738,9.824625,19.78928
"2021-08-24 07:30:00",368,13.1037,17.03679,8.336597,22.00443,129.6652,-84.86046,9.453085,22.51489,10.67075,20.17381,8.674925,21.9129,9.825056,20.14673
"2021-08-24 08:00:00",369,13.58984,18.32682,8.336014,21.96216,120.5746,-84.69451,9.485957,22.51489,10.70354,20.85951,8.741489,21.87772,9.824566,21.21141
"2021-08-24 08:30:00",370,14.15006,20.50248,8.369644,21.92285,104.1963,-84.52979,9.485827,22.51778,10.63609,21.99678,8.741652,21.8385,9.824165,22.53204
"2021-08-24 09:00:00",371,14.08226,22.27825,8.403359,21.86804,92.4756,-84.864,9.485819,22.49747,10.63581,23.10408,8.74161,21.77676,9.824011,23.74847
"2021-08-24 09:30:00",372,14.0436,23.66768,8.403522,21.85373,90.2621,-84.86409,9.485942,22.50458,10.60265,24.11667,8.741777,21.745,9.824215,25.28786
"2021-08-24 10:00:00",373,14.01047,24.92383,8.403719,21.8783,90.4166,-84.86409,9.485919,22.56165,10.5686,25.32596,8.741972,21.7485,9.824476,26.9839
"2021-08-24 10:30:00",374,14.00494,25.5519,8.403595,21.92047,90.97311,-84.86409,9.452177,22.65808,10.50085,26.82921,8.741854,21.77652,9.824254,28.38487
"2021-08-24 11:00:00",375,14.01047,26.09864,8.403605,22.02209,92.57919,-84.86409,9.418383,22.79062,10.55166,29.12625,8.741864,21.8456,9.824295,29.72865
"2021-08-24 11:30:00",376,13.99742,26.99556,8.403469,22.14848,93.035,-84.86507,9.384516,22.93187,10.50062,30.3835,8.741783,21.93144,9.756538,30.84372
"2021-08-24 12:00:00",377,13.97372,27.75241,8.36965,22.29915,92.84985,-84.86655,9.384413,23.0873,10.36542,33.67714,8.74173,22.03142,9.756524,32.30817
"2021-08-24 12:30:00",378,13.96709,28.23363,8.335722,22.48018,92.18811,-84.86774,9.350475,23.26343,10.50053,43.94571,8.673973,22.18562,9.553423,34.59631
"2021-08-24 13:00:00",379,13.95051,28.95208,8.335793,22.67984,92.90138,-84.86775,9.316644,23.55788,10.45022,39.40939,8.67404,22.35202,9.756698,44.21707
"2021-08-24 13:30:00",380,13.93395,29.44911,8.335762,22.90936,92.15427,-84.86775,9.249104,23.95033,10.39913,39.31841,8.674009,22.52988,10.21305,44.5723
"2021-08-24 14:00:00",381,13.92291,30.05458,8.335827,23.14014,92.22443,-84.86775,9.215288,24.33534,10.50082,35.62909,8.67408,22.71922,9.756483,37.82539
"2021-08-24 14:30:00",382,13.90083,31.36947,8.301983,23.34305,92.98367,-84.53532,9.181414,24.66768,10.43303,34.70901,8.640203,22.91655,9.756523,36.1452
"2021-08-24 15:00:00",383,13.86218,33.35987,8.302042,23.57614,83.64865,-84.86775,9.181543,24.93854,10.4331,33.34122,8.606506,23.17265,9.75658,35.89377
"2021-08-24 15:30:00",384,13.84562,34.3065,8.268257,23.81421,76.12241,-84.86775,9.181536,25.13907,10.50075,32.45277,8.606512,23.40848,9.756579,34.57115
"2021-08-24 16:00:00",385,13.84562,34.3065,8.268362,24.07581,74.26448,-84.86775,9.164835,25.27203,10.50104,33.22302,8.606604,23.60538,9.722795,33.68402
"2021-08-24 16:30:00",386,13.8401,34.53694,8.268261,24.31302,75.68301,-84.53532,9.181557,25.33676,10.5008,32.82874,8.572693,23.7775,9.756595,34.28746
"2021-08-24 17:00:00",387,13.83458,34.84646,8.268261,24.52545,76.66415,-84.53532,9.21539,25.37491,10.51769,32.09915,8.606519,23.91351,9.756607,32.70296
"2021-08-24 17:30:00",388,13.83458,34.49853,8.268358,24.71646,77.81595,-84.53532,9.249323,25.38254,10.50088,30.3604,8.606577,24.02411,9.75666,31.51448
"2021-08-24 18:00:00",389,13.84562,33.88628,8.26844,24.82547,81.13078,-84.53532,9.283233,25.36728,10.50098,29.24217,8.606726,24.12018,9.756826,30.41701
"2021-08-24 18:30:00",390,13.8677,32.87865,8.268522,24.88196,84.5965,-84.53532,9.31694,25.33676,10.50095,28.28009,8.606562,24.17944,9.756643,29.41559
"2021-08-24 19:00:00",391,13.88979,30.84307,8.33586,24.89703,87.52165,-84.53532,9.350661,25.28345,10.56835,27.48267,8.606465,24.20166,9.756535,28.49864
"2021-08-24 19:30:00",392,13.44814,28.42793,8.335846,24.86688,95.38776,-84.53532,9.384438,25.19977,10.56833,26.73314,8.606449,24.19795,9.756517,27.37814
"2021-08-24 20:00:00",393,13.11404,26.4059,8.336114,24.76291,104.0617,-84.53497,9.418249,25.04889,10.56857,25.97588,8.606651,24.14008,9.756743,26.24033
"2021-08-24 20:30:00",394,13.10397,24.53975,8.403532,24.68265,110.5457,-84.5318,9.41853,24.95358,10.56868,25.11272,8.60697,24.10136,9.756987,25.14305
"2021-08-24 21:00:00",395,13.09926,23.15258,8.403507,24.57063,117.2717,-84.53166,9.452084,24.8334,10.63598,24.43616,8.674092,24.02792,9.824142,24.2204
"2021-08-24 21:30:00",396,13.08821,22.08395,8.437398,24.4436,123.5945,-84.53166,9.485738,24.71307,10.6358,23.86943,8.67395,23.94307,9.823999,23.55786
"2021-08-24 22:00:00",397,13.07717,21.28643,8.470989,24.29468,128.5158,-84.53166,9.519563,24.57065,10.63579,23.32841,8.674273,23.85104,9.823988,23.08936
"2021-08-24 22:30:00",398,13.06629,20.68999,8.505711,24.14915,131.7713,-84.53146,9.520569,24.44604,10.67072,22.95007,8.742517,23.74075,9.825023,22.55099
"2021-08-24 23:00:00",399,13.05634,20.15455,8.539804,24.00371,134.0913,-84.53109,9.554646,24.30367,10.70477,22.59781,8.742755,23.63086,9.825338,22.21294
"2021-08-24 23:30:00",400,13.04622,19.653,8.573188,23.8372,135.735,-84.52998,9.588325,24.17258,10.70477,22.27307,8.742797,23.51089,9.858881,21.94269
"2021-08-25 00:00:00",401,13.03519,19.23278,8.607151,23.68764,137.6113,-84.52983,9.588335,24.0408,10.70464,21.99908,8.81018,23.39189,9.892683,21.60641
"2021-08-25 00:30:00",402,13.02415,18.84192,8.60742,23.5416,139.1382,-84.52974,9.622258,23.89915,10.70478,21.5997,8.810366,23.26941,9.892889,21.34875
"2021-08-25 01:00:00",403,13.01904,18.40363,8.641354,23.38823,140.7913,-84.52914,9.655979,23.78165,10.70494,21.21571,8.810582,23.14514,9.893039,21.09074
"2021-08-25 01:30:00",404,13.01431,18.04667,8.675337,23.24422,142.5419,-84.52867,9.656403,23.64133,10.70513,21.07332,8.861264,23.02699,9.89319,20.83194
"2021-08-25 02:00:00",405,13.00426,17.74167,8.675351,23.088,143.3866,-84.8605,9.656392,23.51895,10.70506,20.83452,8.878258,22.90683,9.893147,20.59055
"2021-08-25 02:30:00",406,12.99874,17.68971,8.709267,22.9556,143.5885,-84.86046,9.690243,23.38274,10.70522,20.67006,8.878325,22.78659,9.893202,20.54703
"2021-08-25 03:00:00",407,12.99321,17.48864,8.742744,22.82095,141.9386,-84.52824,9.690012,23.2619,10.70483,20.60841,8.911812,22.66684,9.892911,20.38071
"2021-08-25 03:30:00",408,12.99321,17.26045,8.742849,22.6864,141.9575,-84.86046,9.7239,23.14706,10.70503,20.52052,8.945805,22.54346,9.893024,20.24158
"2021-08-25 04:00:00",409,12.98769,16.91027,8.776737,22.57202,142.5731,-84.86046,9.723947,23.03505,10.77239,20.19412,8.945885,22.44366,9.893112,20.07233
"2021-08-25 04:30:00",410,12.98217,16.53749,8.810547,22.44366,144.7275,-84.69423,9.757682,22.93051,10.77263,19.86324,8.945885,22.33701,9.893112,19.72214
"2021-08-25 05:00:00",411,12.98217,16.21668,8.810529,22.3157,146.6302,-84.86046,9.757752,22.82623,10.73881,19.74896,8.945847,22.22351,9.893061,19.40109
"2021-08-25 05:30:00",412,12.97664,15.99527,8.844376,22.20227,147.8804,-84.86046,9.79149,22.71506,10.77256,19.53127,9.013401,22.11737,9.892977,19.20157
"2021-08-25 06:00:00",413,12.97664,15.77386,8.878255,22.08203,148.83,-84.86046,9.791656,22.60059,10.77271,19.41446,9.013553,22.00443,9.893122,19.11533
"2021-08-25 06:30:00",414,12.95454,15.79872,8.878281,21.95511,149.2551,-84.86046,9.791795,22.48639,10.77273,19.38446,9.013584,21.89178,9.893154,19.16838
"2021-08-25 07:00:00",415,12.95454,15.79872,8.911919,21.83557,147.6616,-84.86046,9.825329,22.39386,10.77254,19.41446,9.030322,21.79697,9.892986,19.19493
"2021-08-25 07:30:00",416,13.01531,16.16697,8.912043,21.75137,145.7961,-84.86046,9.825006,22.3157,10.7383,19.52792,9.080788,21.71284,9.892662,19.44447
"2021-08-25 08:00:00",417,13.36887,17.01194,8.945379,21.66733,141.2288,-84.86046,9.858643,22.27667,10.73816,20.05878,9.08069,21.64287,9.892558,20.06554
"2021-08-25 08:30:00",418,13.57879,17.79138,8.945623,21.61142,130.2367,-84.86046,9.858997,22.23059,10.70495,20.5649,9.08097,21.57997,9.89286,20.92142
"2021-08-25 09:00:00",419,13.75005,18.89389,8.978455,21.59134,123.5289,-84.86103,9.858063,22.26474,10.70371,21.31563,9.081001,21.54507,9.89189,22.19534
"2021-08-25 09:30:00",420,14.17814,20.52958,8.978363,21.58521,115.5439,-84.86223,9.857812,22.26871,10.66961,22.842,9.113609,21.52254,9.891637,23.87448
"2021-08-25 10:00:00",421,14.13196,21.88965,9.01219,21.57385,110.7404,-84.86406,9.857813,22.30206,10.63579,24.06146,9.113664,21.50394,9.891638,25.27289
"2021-08-25 10:30:00",422,14.07121,23.49598,9.012327,21.61557,108.9839,-84.86409,9.824167,22.36227,10.56824,25.7475,9.147588,21.51089,9.891967,27.01971
"2021-08-25 11:00:00",423,14.03256,25.4909,8.978485,21.69597,105.6675,-84.86409,9.824053,22.46182,10.61892,30.14163,9.079899,21.55623,9.892095,28.88301
"2021-08-25 11:30:00",424,13.99771,27.05656,8.944779,21.83199,103.3868,-84.86536,9.790424,22.59628,10.56829,30.16635,9.080078,21.6355,9.891893,30.49707
"2021-08-25 12:00:00",425,13.96715,28.26752,8.944725,21.98244,99.69818,-84.8673,9.790365,22.74596,10.29767,32.89191,9.080019,21.73892,9.824183,31.98679
"2021-08-25 12:30:00",426,13.93947,29.18251,8.944699,22.17488,96.7558,-84.86775,9.756445,22.93454,10.50057,46.66913,9.080002,21.89291,9.688833,34.74434
"2021-08-25 13:00:00",427,13.92291,29.88514,8.910747,22.40176,95.51991,-84.86775,9.688724,23.23782,10.50052,41.65891,9.012221,22.07245,9.891674,44.56551
"2021-08-25 13:30:00",428,13.91187,30.84307,8.877146,22.65839,94.87947,-84.86775,9.621379,23.6456,10.50079,39.29564,9.012447,22.27399,10.23025,45.42555
"2021-08-25 14:00:00",429,13.90083,31.05317,8.843098,22.90936,92.0359,-84.86775,9.553425,24.05365,10.56818,35.79172,9.012224,22.48,9.824024,38.29523
"2021-08-25 14:30:00",430,13.88427,32.18732,8.809284,23.14374,93.0168,-84.86775,9.519609,24.40234,10.50052,34.95651,8.944586,22.72279,9.824024,36.49208
"2021-08-25 15:00:00",431,13.84562,34.26809,8.809507,23.40121,87.75872,-84.86775,9.486034,24.7052,10.50086,33.43134,8.944749,22.97775,9.756571,36.49728
"2021-08-25 15:30:00",432,13.82354,35.27797,8.775867,23.65657,82.73552,-84.86775,9.519817,24.91211,10.50079,32.42047,8.877141,23.23421,9.756802,34.70406
"2021-08-25 16:00:00",433,13.79431,36.44375,8.742286,23.92572,81.14853,-84.86775,9.520126,25.03897,10.63633,32.89426,8.877414,23.44952,9.824492,33.90141
"2021-08-25 16:30:00",434,13.79447,36.31949,8.742407,24.1633,80.38905,-84.86856,9.520446,25.12279,10.6198,32.76337,8.877708,23.61136,9.892307,34.34035
"2021-08-25 17:00:00",435,13.8005,35.91508,8.742352,24.39529,81.67439,-84.53587,9.554152,25.17459,10.56921,32.28813,8.877663,23.76042,9.824761,32.88129
"2021-08-25 17:30:00",436,13.81772,35.83601,8.742077,24.57187,82.14636,-84.86783,9.553916,25.18977,10.56861,30.67273,8.877386,23.88225,9.756909,31.93706
"2021-08-25 18:00:00",437,13.81802,35.1605,8.74218,24.70128,82.65458,-84.53545,9.587828,25.1765,10.56876,29.50879,8.877488,23.97231,9.757034,31.04549
"2021-08-25 18:30:00",438,13.8401,33.92469,8.74214,24.76151,84.9517,-84.86775,9.587811,25.15421,10.56879,28.71013,8.877447,24.04254,9.756946,30.25175
"2021-08-25 19:00:00",439,13.8677,31.97269,8.775599,24.79156,89.85926,-84.53532,9.621736,25.1049,10.56885,27.98111,8.877499,24.0795,9.757001,29.01498
"2021-08-25 19:30:00",440,13.17211,29.483,8.809628,24.77655,97.15065,-84.53532,9.655329,25.0481,10.56864,27.19386,8.877321,24.08319,9.756809,28.0219
"2021-08-25 20:00:00",441,13.0964,27.11982,8.809572,24.66606,108.1075,-84.53532,9.655225,24.897,10.60279,26.192,8.877195,24.02408,9.75692,26.60696
"2021-08-25 20:30:00",442,13.10478,25.34179,8.809498,24.60959,120.6372,-84.53317,9.655206,24.82823,10.63609,25.42239,8.87715,24.00542,9.824274,25.37277
"2021-08-25 21:00:00",443,13.09373,24.13083,8.843264,24.52202,130.3317,-84.53168,9.689215,24.72809,10.63596,24.79576,8.877142,23.96149,9.824148,24.905
"2021-08-25 21:30:00",444,13.08269,23.17969,8.877134,24.41006,138.3947,-84.53166,9.72278,24.62305,10.63608,24.3728,8.944736,23.88414,9.824257,24.36908
"2021-08-25 22:00:00",445,13.07164,23.15258,8.87738,24.29468,143.9637,-84.53166,9.723047,24.52576,10.70369,24.02792,8.945051,23.81427,9.824545,24.22041
"2021-08-25 22:30:00",446,13.05508,24.07209,8.876991,24.1759,143.8258,-84.53166,9.722636,24.41379,10.70356,24.30954,8.94463,23.7262,9.824087,24.94653
"2021-08-25 23:00:00",447,13.04955,23.83939,8.877083,24.0575,139.7326,-84.86411,9.756407,24.3244,10.66961,24.50333,8.94464,23.63828,9.824098,25.01079
"2021-08-25 23:30:00",448,13.03851,22.89728,8.944497,23.94307,142.2997,-84.69788,9.756542,24.23526,10.66959,24.11664,8.978443,23.56151,9.824003,24.23526
"2021-08-26 00:00:00",449,13.03299,22.02973,8.944938,23.85104,149.104,-84.86411,9.790596,24.15739,10.70389,23.6017,9.012556,23.49219,9.824422,23.72986
"2021-08-26 00:30:00",450,13.02194,21.39714,8.961975,23.76285,155.7507,-84.53166,9.790617,24.07227,10.70393,23.36839,9.012622,23.41205,9.824456,23.3248
"2021-08-26 01:00:00",451,13.01642,20.93399,8.978722,23.65373,160.3875,-84.86398,9.79079,23.99838,10.70386,23.03519,9.012528,23.33932,9.82476,22.9855
"2021-08-26 01:30:00",452,13.0117,20.52958,9.012676,23.55968,163.9389,-84.69726,9.824514,23.909,10.70401,22.79344,9.012674,23.2594,9.858278,22.72943
"2021-08-26 02:00:00",453,13.00661,20.18166,9.013134,23.45065,167.2253,-84.86263,9.858667,23.82938,10.70454,22.55672,9.013134,23.18059,9.858977,22.41255
"2021-08-26 02:30:00",454,13.00161,19.94218,9.013285,23.36223,169.7919,-84.8623,9.8587,23.73511,10.70439,22.33183,9.046894,23.09807,9.858719,22.33539
"2021-08-26 03:00:00",455,13.00183,19.70496,9.046862,23.25032,172.391,-84.86227,9.858729,23.65105,10.70442,22.17567,9.080702,23.01166,9.892394,22.13351
"2021-08-26 03:30:00",456,12.99653,19.41578,9.081015,23.14531,175.2037,-84.86227,9.859079,23.55603,10.7048,21.99939,9.081015,22.92162,9.892908,21.94658
"2021-08-26 04:00:00",457,12.99101,19.20793,9.081125,23.04773,177.5526,-84.86221,9.892904,23.47627,10.70493,21.90916,9.081153,22.84006,9.893058,21.72205
"2021-08-26 04:30:00",458,12.99101,18.94585,9.081168,22.94684,180.0227,-84.86217,9.893074,23.38475,10.70492,21.71143,9.081114,22.75284,9.893015,21.59256
"2021-08-26 05:00:00",459,12.99111,18.63633,9.114914,22.84778,183.2293,-84.86191,9.926813,23.30943,10.70488,21.4892,9.081371,22.6685,9.892962,21.3922
"2021-08-26 05:30:00",460,12.98576,18.30197,9.114655,22.76266,186.4895,-84.86142,9.926488,23.22209,10.70489,21.32361,9.148003,22.59267,9.89266,21.07668
"2021-08-26 06:00:00",461,12.982,18.17319,9.148608,22.65698,189.3769,-84.8607,9.926668,23.14398,10.73857,21.08846,9.148608,22.51369,9.892839,20.97287
"2021-08-26 06:30:00",462,12.97054,18.01956,9.148731,22.56937,191.2052,-84.86082,9.926847,23.04709,10.77253,20.99815,9.148731,22.42752,9.892971,20.94339
"2021-08-26 07:00:00",463,12.97093,17.945,9.182438,22.46831,193.203,-84.86055,9.960781,22.9724,10.77265,20.94504,9.148798,22.33966,9.893044,20.84872
"2021-08-26 07:30:00",464,13.14787,18.66119,9.182287,22.40056,191.8488,-84.86062,9.994087,22.91579,10.77221,21.27,9.148684,22.27997,9.892679,21.32899
"2021-08-26 08:00:00",465,13.72148,20.4234,9.215502,22.36092,180.2072,-84.86178,9.993534,22.92375,10.77154,22.07768,9.215462,22.24744,9.892056,22.29709
"2021-08-26 08:30:00",466,14.08228,22.55839,9.215363,22.32753,162.8483,-84.86409,9.993353,22.93512,10.73719,23.14076,9.215363,22.20674,9.891876,23.60245
"2021-08-26 09:00:00",467,14.01599,24.27542,9.215378,22.30548,147.9522,-84.86409,9.99337,22.93433,10.70371,24.34303,9.215378,22.17442,9.891893,25.02972
"2021-08-26 09:30:00",468,13.9939,25.6739,9.215296,22.30548,138.0052,-84.86409,9.959456,22.96674,10.6366,25.42517,9.215296,22.15674,9.824319,26.43527
"2021-08-26 10:00:00",469,13.95486,26.9323,9.215442,22.33386,129.5849,-84.86409,9.925882,23.04965,10.63613,26.38821,9.215466,22.1709,9.891886,27.43175
"2021-08-26 10:30:00",470,13.94858,27.3096,9.215508,22.40578,124.9515,-84.86568,9.925838,23.15543,10.5687,27.73024,9.215508,22.20381,9.824738,29.09213
"2021-08-26 11:00:00",471,13.95865,27.65752,9.215316,22.49396,123.4809,-84.86594,9.891827,23.28477,10.63596,31.39888,9.181479,22.27719,9.824441,30.4528
"2021-08-26 11:30:00",472,13.96359,28.13649,9.181473,22.64056,121.9234,-84.86703,9.891772,23.43217,10.56828,31.35458,9.147655,22.37576,9.824166,31.51935
"2021-08-26 12:00:00",473,13.95051,28.82103,9.147577,22.79968,119.4178,-84.8676,9.857918,23.57782,10.34844,38.15848,9.147573,22.50616,9.824078,32.66321
"2021-08-26 12:30:00",474,13.93395,29.61629,9.147552,22.98856,116.1031,-84.86775,9.857838,23.74814,10.43309,46.0981,9.147552,22.66196,9.654913,35.05611
"2021-08-26 13:00:00",475,13.91187,30.29407,9.1476,23.198,111.9262,-84.86775,9.807343,23.98352,10.50061,42.45888,9.080086,22.83751,9.97646,44.40401
"2021-08-26 13:30:00",476,13.88979,30.87922,9.097034,23.40121,108.5285,-84.86775,9.756702,24.32791,10.53467,40.80157,9.080061,23.00656,10.24712,45.15089
"2021-08-26 14:00:00",477,13.87875,31.75806,9.080009,23.61267,106.1581,-84.86775,9.722578,24.70895,10.56828,37.19176,9.080009,23.18353,9.824415,38.47174
"2021-08-26 14:30:00",478,13.85114,33.13846,9.079941,23.83994,103.4036,-84.86775,9.655445,25.05569,10.50065,35.86313,9.046473,23.39029,9.807257,37.1758
"2021-08-26 15:00:00",479,13.80698,35.1989,9.046423,24.04626,94.34082,-84.86775,9.655412,25.37109,10.50103,34.48285,9.012705,23.6273,9.756891,37.01147
"2021-08-26 15:30:00",480,13.80146,34.88487,9.012798,24.30931,88.89572,-84.86775,9.655439,25.59297,10.50119,33.26083,9.012817,23.85832,9.75691,34.86229
"2021-08-26 16:00:00",481,13.81802,35.43612,8.995928,24.5591,90.07798,-84.86775,9.655504,25.73514,10.56879,32.52669,8.97901,24.06104,9.756948,33.90002
"2021-08-26 16:30:00",482,13.8125,35.55587,8.945652,24.78027,89.9265,-84.53537,9.655887,25.78903,10.56903,32.75412,8.945494,24.21646,9.824879,34.39473
"2021-08-26 17:00:00",483,13.81802,35.47679,8.945063,24.95737,90.04666,-84.53532,9.655424,25.80447,10.56888,32.53131,8.945061,24.3353,9.756902,33.18053
"2021-08-26 17:30:00",484,13.82354,35.47679,8.94519,25.10867,90.29988,-84.53532,9.655616,25.78906,10.53501,30.98363,8.94519,24.43213,9.757044,32.42044
"2021-08-26 18:00:00",485,13.82354,34.96394,8.945208,25.21497,90.82545,-84.53532,9.689405,25.75435,10.56891,29.93646,8.945201,24.50677,9.757053,31.55492
"2021-08-26 18:30:00",486,13.8401,33.62194,8.945107,25.26059,93.37726,-84.53532,9.722828,25.70435,10.5688,29.19577,8.945107,24.55533,9.756953,30.67502
"2021-08-26 19:00:00",487,13.6524,31.33332,8.944843,25.26819,99.10744,-84.53532,9.722841,25.64282,10.56849,28.34177,8.944971,24.56656,9.756667,29.70926
"2021-08-26 19:30:00",488,13.15003,28.98597,8.978396,25.19977,108.6102,-84.53532,9.756373,25.50482,10.56824,27.46657,8.978418,24.52917,9.756418,28.04234
"2021-08-26 20:00:00",489,13.09716,27.08819,9.012304,25.1107,119.7394,-84.53532,9.756477,25.36978,10.60212,26.55402,8.995566,24.46996,9.756477,26.74315
"2021-08-26 20:30:00",490,13.09747,25.6739,9.012636,25.0442,130.5156,-84.53178,9.790646,25.28741,10.63631,25.79344,9.012636,24.43585,9.79071,25.86673
"2021-08-26 21:00:00",491,13.09373,24.9532,9.046335,24.92389,139.244,-84.53166,9.790508,25.18513,10.63648,25.32591,9.012486,24.36908,9.824252,25.45572
"2021-08-26 21:30:00",492,13.07717,23.52309,9.080063,24.80328,146.9044,-84.53166,9.790465,25.0751,10.70376,24.36908,9.029476,24.29097,9.824284,24.39143
"2021-08-26 22:00:00",493,13.06612,22.78432,9.080571,24.67929,154.4035,-84.53166,9.790947,24.95407,10.70429,23.85472,9.080486,24.20186,9.824596,23.88046
"2021-08-26 22:30:00",494,13.05508,22.3641,9.114818,24.54445,158.4745,-84.53166,9.859004,24.8334,10.70485,23.58707,9.081059,24.10187,9.82523,23.2377
"2021-08-26 23:00:00",495,13.04403,21.97325,9.114285,24.41379,162.638,-84.53166,9.858641,24.71681,10.70433,22.8624,9.080564,23.99838,9.824761,23.03159
"2021-08-26 23:30:00",496,13.03851,21.75184,9.080858,24.29468,165.8375,-84.86398,9.858872,24.60431,10.70462,22.89114,9.080858,23.89885,9.825083,23.02438
"2021-08-27 00:00:00",497,13.02746,21.5327,9.081201,24.17622,168.2142,-84.53165,9.858961,24.49277,10.70502,22.83386,9.081201,23.80388,9.82545,22.92055
"2021-08-27 00:30:00",498,13.02198,21.36777,9.081285,24.05785,170.2138,-84.86378,9.859262,24.39279,10.70512,22.71968,9.081285,23.70526,9.825475,22.86742
"2021-08-27 01:00:00",499,13.01128,21.23221,9.080841,23.94328,172.0676,-84.86361,9.858892,24.30705,10.7046,22.72302,9.080841,23.61641,9.825065,22.8078
"2021-08-27 01:30:00",500,13.01101,21.04244,9.080883,23.84178,174.1311,-84.69719,9.858937,24.21509,10.70465,22.65379,9.080883,23.5284,9.825109,22.78209
